Topic,Count,Name,Representation,Representative_Docs
40,15,40_050_component_sintered_sulfur,"['050', 'component', 'sintered', 'sulfur', 'degrees', 'titanium', 'partial', 'pa', 'pressure', 'comprised']","['METHOD FOR PRODUCING ELECTRODES FOR ALL-SOLID STATE BATTERIES A method (100) for producing a sintered component being an electrode including titanium and sulfur for an all-solid state battery, the method including mixing powders (102) so as to obtain a powder mixture comprising titanium and sulfur, pressing (106) a component with the powder mixture, sintering (108) the component under a partial pressure of sulfur comprised between 200 Pa and 0.2 MPa so as to obtain an intermediate sintered component comprising titanium and sulfur, and sintering (114) the intermediate sintered component under a partial pressure of sulfur equal to or smaller than 150 Pa at a temperature plateau comprised between 200°C and 400°C so as to obtain a sintered component comprising titanium and sulfur, the solid electrolyte exhibiting the peaks in positions of 2Θ = 15.08° (±0.50°), 15.28° (±0.50°), 15.92° (±0.50°), 17.5° (±0.50°), 18.24° (±0.50°), 20.30° (±0.50°), 23.44° (±0.50°), 24.48° (±0.50°), and 26.66° (±0.50°) in a X-ray diffraction measurement using CuKa line.', 'METHOD FOR PRODUCING ELECTRODES FOR ALL-SOLID STATE BATTERIES A method (100) for producing a sintered component being an electrode including titanium and sulfur for an all-solid state battery, the method including mixing powders (102) so as to obtain a powder mixture comprising titanium and sulfur, pressing (106) a component with the powder mixture, sintering (108) the component under a partial pressure of sulfur comprised between 200 Pa and 0.2 MPa so as to obtain an intermediate sintered component comprising titanium and sulfur, and sintering (114) the intermediate sintered component under a partial pressure of sulfur equal to or smaller than 150 Pa at a temperature plateau comprised between 200°C and 400°C so as to obtain a sintered component comprising titanium and sulfur, the solid electrolyte exhibiting the peaks in positions of 2Θ = 15.08° (±0.50°), 15.28° (±0.50°), 15.92° (±0.50°), 17.5° (±0.50°), 18.24° (±0.50°), 20.30° (±0.50°), 23.44° (±0.50°), 24.48° (±0.50°), and 26.66° (±0.50°) in a X-ray diffraction measurement using CuKa line.', 'METHOD FOR PRODUCING ELECTRODES FOR ALL-SOLID STATE BATTERIES A method (100) for producing a sintered component being an electrode including titanium and sulfur for an all-solid state battery, the method including mixing powders (102) so as to obtain a powder mixture comprising titanium and sulfur, pressing (106) a component with the powder mixture, sintering (108) the component under a partial pressure of sulfur comprised between 200 Pa and 0.2 MPa so as to obtain an intermediate sintered component comprising titanium and sulfur, and sintering (114) the intermediate sintered component under a partial pressure of sulfur equal to or smaller than 150 Pa at a temperature plateau comprised between 200°C and 400°C so as to obtain a sintered component comprising titanium and sulfur, the solid electrolyte exhibiting the peaks in positions of 2Θ = 15.08° (±0.50°), 15.28° (±0.50°), 15.92° (±0.50°), 17.5° (±0.50°), 18.24° (±0.50°), 20.30° (±0.50°), 23.44° (±0.50°), 24.48° (±0.50°), and 26.66° (±0.50°) in a X-ray diffraction measurement using CuKa line.']"
41,15,41_graphene_graphite_bond_amphoteric,"['graphene', 'graphite', 'bond', 'amphoteric', 'substituent', 'compound', 'amorphous', 'ester', 'layer', 'doublelayer']","['GRAPHENE COMPOUND AND MANUFACTURING METHOD THEREOF, ELECTROLYTE, AND POWER STORAGE DEVICE To provide a graphene compound having an insulating property and an affinity for lithium ions. To increase the molecular weight of a substituent included in a graphene compound. To provide a graphene compound including a chain group containing an ether bond or an ester bond. To provide a graphene compound including a substituent containing one or more branches. To provide a graphene compound including a substituent including at least one of an ester bond and an amide bond.', 'GRAPHENE COMPOUND AND MANUFACTURING METHOD THEREOF, ELECTROLYTE, AND POWER STORAGE DEVICE To provide a graphene compound having an insulating property and an affinity for lithium ions. To increase the molecular weight of a substituent included in a graphene compound. To provide a graphene compound including a chain group containing an ether bond or an ester bond. To provide a graphene compound including a substituent containing one or more branches. To provide a graphene compound including a substituent including at least one of an ester bond and an amide bond.', 'Graphene compound and manufacturing method thereof, electrolyte, and power storage device To provide a graphene compound having an insulating property and an affinity for lithium ions. To increase the molecular weight of a substituent included in a graphene compound. To provide a graphene compound including a chain group containing an ether bond or an ester bond. To provide a graphene compound including a substituent containing one or more branches. To provide a graphene compound including a substituent including at least one of an ester bond and an amide bond.']"
42,15,42_nan_sulfide_electrolyte_battery,"['nan', 'sulfide', 'electrolyte', 'battery', 'solid', 'manufacturing', 'mixture', 'allsolidstate', 'sulfidesolidstateelectrolyte', 'sulfideboundary']","['SULFIDE SOLID ELECTROLYTE AND BATTERY nan', 'SULFIDE SOLID ELECTROLYTE AND BATTERY nan', 'SULFIDE SOLID ELECTROLYTE AND BATTERY nan']"
43,15,43_intermediate_carbonization_siliconcarbon_treatment,"['intermediate', 'carbonization', 'siliconcarbon', 'treatment', 'obtain', 'composite', 'first', 'large', 'material', 'preparation']","['Silicon-carbon composite material and preparation method and application thereof The invention provides a silicon-carbon composite material and preparation method and application thereof, the preparation method comprises the following steps: (1) mixing the silicon material, the carbon material and the binder, granulating to obtain the intermediate A; (2) thermally mixing, kneading and isostatic pressing the intermediate A to obtain the intermediate B; (3) sequentially subjecting the intermediate B to a first carbonization treatment and setting a coating layer to obtain an intermediate C; (4) performing a second carbonization treatment on the intermediate C to obtain the silicon-carbon composite material; the temperature of the second carbonization treatment is not less than the temperature of the first carbonization treatment. the raw material and device of the preparation method are easy to obtain, the production cost is low, the nanometre silicon and carbon in the obtained silicon-carbon composite material are uniformly distributed, and has large tap density and low specific surface area, the conductivity is high, the specific capacity is large, it is used as negative electrode active material for lithium ion battery, It has excellent capacity, first charge and discharge efficiency and cycle performance.', 'Silicon-carbon composite material and preparation method and application thereof The invention provides a silicon-carbon composite material and preparation method and application thereof, the preparation method comprises the following steps: (1) mixing the silicon material, the carbon material and the binder, granulating to obtain the intermediate A; (2) thermally mixing, kneading and isostatic pressing the intermediate A to obtain the intermediate B; (3) sequentially subjecting the intermediate B to a first carbonization treatment and setting a coating layer to obtain an intermediate C; (4) performing a second carbonization treatment on the intermediate C to obtain the silicon-carbon composite material; the temperature of the second carbonization treatment is not less than the temperature of the first carbonization treatment. the raw material and device of the preparation method are easy to obtain, the production cost is low, the nanometre silicon and carbon in the obtained silicon-carbon composite material are uniformly distributed, and has large tap density and low specific surface area, the conductivity is high, the specific capacity is large, it is used as negative electrode active material for lithium ion battery, It has excellent capacity, first charge and discharge efficiency and cycle performance.', 'Silicon-carbon composite material and preparation method and application thereof The invention provides a silicon-carbon composite material and preparation method and application thereof, the preparation method comprises the following steps: (1) mixing the silicon material, the carbon material and the binder, granulating to obtain the intermediate A; (2) thermally mixing, kneading and isostatic pressing the intermediate A to obtain the intermediate B; (3) sequentially subjecting the intermediate B to a first carbonization treatment and setting a coating layer to obtain an intermediate C; (4) performing a second carbonization treatment on the intermediate C to obtain the silicon-carbon composite material; the temperature of the second carbonization treatment is not less than the temperature of the first carbonization treatment. the raw material and device of the preparation method are easy to obtain, the production cost is low, the nanometre silicon and carbon in the obtained silicon-carbon composite material are uniformly distributed, and has large tap density and low specific surface area, the conductivity is high, the specific capacity is large, it is used as negative electrode active material for lithium ion battery, It has excellent capacity, first charge and discharge efficiency and cycle performance.']"
44,14,44_sodium_nasicon_hexagonal_precursor,"['sodium', 'nasicon', 'hexagonal', 'precursor', 'hexafluorophosphate', 'nitride', 'after', 'threedimensional', 'boron', 'the']","['Solid electrolyte precursor, solid electrolyte and preparation method thereof The invention relates to the field of sodium ion solid-state battery, specifically relates to a solid-state electrolyte precursor, solid-state electrolyte and preparation method thereof, comprising the following steps: step one, dissolving the silicon source in the first solvent to obtain the first solution; dissolving the zirconium source in a second solvent to obtain a second solution; step two, preparing buffer solution; step three, dripping the second solution into the buffer solution, and keeping stirring during the dripping process; after stirring for the first preset time, dropping the first solution; after dripping the first solution, sealing, continuously stirring for a second preset time; step four, centrifuging and drying the mixed solution obtained in the step three after stirring for the second preset time to obtain the intermediate product; step 5, pre-heating the intermediate product, heating to 800-950 degrees centigrade, keeping the temperature for 3-5 h, and obtaining the nanometre solid electrolyte precursor with active reactivity. The invention can solve the problems of abnormal growth of crystal grain and low ion conductivity in the current sodium ion solid electrolyte sintering process.', 'A method for preparing NASICON type solid electrolyte material by doping modification The invention relates to the sodium ion battery technology, aiming at providing a method for preparing NASICON type solid electrolyte material by doping modification. Including: wet ball milling the anhydrous sodium carbonate, ammonium dihydrogen phosphate, zirconium dioxide, silicon dioxide and scandium oxide; pre-burning after drying and sieving, obtaining precursor powder A after cooling; continuously carrying out secondary wet ball milling with proper amount of Na2SiO3, drying and sieving to obtain precursor powder B; pressing the precursor powder B into blank, embedding the blank with proper amount of mother powder, and sintering the blank; after cooling the solid material, polishing and ultrasonically cleaning to obtain the NASICON type solid electrolyte material. The invention solves the technical problems that the sintering temperature is high, the ion conductivity is low and the circulation performance of the solid-state battery is bad by adjusting the size of the crystal grain and optimizing the crystal boundary by using the strategy of combining the element doping and the liquid-phase sintering; The prepared solid electrolyte has good wettability and super-stability, and the charging and discharging performance and circulation ability are obviously improved after being used for the solid battery.', 'A method for preparing NASICON type solid electrolyte material by doping modification The invention relates to the sodium ion battery technology, aiming at providing a method for preparing NASICON type solid electrolyte material by doping modification. Including: wet ball milling the anhydrous sodium carbonate, ammonium dihydrogen phosphate, zirconium dioxide, silicon dioxide and scandium oxide; pre-burning after drying and sieving, obtaining precursor powder A after cooling; continuously carrying out secondary wet ball milling with proper amount of Na2SiO3, drying and sieving to obtain precursor powder B; pressing the precursor powder B into blank, embedding the blank with proper amount of mother powder, and sintering the blank; after cooling the solid material, polishing and ultrasonically cleaning to obtain the NASICON type solid electrolyte material. The invention solves the technical problems that the sintering temperature is high, the ion conductivity is low and the circulation performance of the solid-state battery is bad by adjusting the size of the crystal grain and optimizing the crystal boundary by using the strategy of combining the element doping and the liquid-phase sintering; The prepared solid electrolyte has good wettability and super-stability, and the charging and discharging performance and circulation ability are obviously improved after being used for the solid battery.']"
45,14,45_support_porous_pitch_mesopores,"['support', 'porous', 'pitch', 'mesopores', 'carbon', 'volume', 'pellets', 'carbonsilicon', 'nm', 'part']","['SILICON-CARBON COMPOSITE PARTICLE AND MANUFACTURING METHOD THEREOF According to one embodiment of the present invention, the present invention can provide a carbon-silicon composite particle, which contains a porous carbon support including a surface part and a deep part and silicon (Si). The porous carbon support includes mesopores with a diameter of 2 nm to 50 nm. The ratio of the mesopore volume of the surface layer portion to the total mesopore volume of the porous carbon support is 0.5 to 0.76.', 'SILICON-CARBON COMPOSITE PARTICLE AND MANUFACTURING METHOD THEREOF According to one embodiment of the present invention, the present invention can provide a carbon-silicon composite particle, which contains a porous carbon support including a surface part and a deep part and silicon (Si). The porous carbon support includes mesopores with a diameter of 2 nm to 50 nm. The ratio of the mesopore volume of the surface layer portion to the total mesopore volume of the porous carbon support is 0.5 to 0.76.', 'SILICON-CARBON COMPOSITE PARTICLE AND MANUFACTURING METHOD THEREOF According to one embodiment of the present invention, the present invention can provide a carbon-silicon composite particle, which contains a porous carbon support including a surface part and a deep part and silicon (Si). The porous carbon support includes mesopores with a diameter of 2 nm to 50 nm. The ratio of the mesopore volume of the surface layer portion to the total mesopore volume of the porous carbon support is 0.5 to 0.76.']"
46,13,46_hydroxyapatite_polarized_permanently_enduringly,"['hydroxyapatite', 'polarized', 'permanently', 'enduringly', 'permanent', 'composition', 'relates', 'use', 'or', 'same']","['Permanently polarized hydroxyapatite, process for its preparation and use thereof The present invention relates to permanently polarized hydroxyapatite and compositions or materials comprising the same. The present invention also relates to a process for obtaining permanently polarized hydroxyapatite and to different uses of permanently polarized hydroxyapatite or a composition or material comprising the same.', 'Permanently polarized hydroxyapatite, process for its preparation and use thereof The present invention relates to permanently polarized hydroxyapatite and compositions or materials comprising the same. The present invention also relates to a process for obtaining permanently polarized hydroxyapatite and to different uses of permanently polarized hydroxyapatite or a composition or material comprising the same.', 'Permanently polarized hydroxyapatite, process for its preparation and use thereof The present invention relates to permanently polarized hydroxyapatite and compositions or materials comprising the same. The present invention also relates to a process for obtaining permanently polarized hydroxyapatite and to different uses of permanently polarized hydroxyapatite or a composition or material comprising the same.']"
47,13,47_peak_degrees_intensity_solid,"['peak', 'degrees', 'intensity', 'solid', 'diffraction', '1364', 'state', 'ib', 'cuk', 'electrolyte']","['SOLID ELECTROLYTE MATERIAL FOR SOLID STATE BATTERIES, SOLID ELECTROLYTE AND SOLID STATE BATTERY A solid electrolyte material for a solid state battery ( 10) having the following chemical formula XM2(PS4)3, where P is phosphorus, S is sulfur and X is lithium (Li), sodium (Na), silver (Ag) or magnesium (Mg0.5) and M is titanium (Ti), zirconium (Zr), germanium (Ge), silicon (Si), tin (Sn) or a mixture of X and aluminium (X+Al) and exhibiting peaks in positions of 2θ=13.64° (±1°), 16.48° (±1°) and 22.18° (±1°) in a X-ray diffraction measurement using CuKα line, where IA is the intensity in arbitrary units of the peak at 13.64° (±1°) and IB is the intensity in arbitrary units of a peak at 23.34° (±1°), (IA−IB)/(IA+IB)>0. The disclosure is also related to a solid electrolyte comprising the solid electrolyte material and a solid state battery comprising the solid electrolyte.', 'Solid electrolyte material for solid state batteries, solid electrolyte and solid state battery A solid electrolyte material for a solid state battery ( 10) having the following chemical formula XM2(PS4)3, where P is phosphorus, S is sulfur and X is lithium (Li), sodium (Na), silver (Ag) or magnesium (Mg0.5) and M is titanium (Ti), zirconium (Zr), germanium (Ge), silicon (Si), tin (Sn) or a mixture of X and aluminium (X+Al) and exhibiting peaks in positions of 2θ=13,64° (±1°), 16,48° (±1°) and 22,18° (±1°) in a X-ray diffraction measurement using CuKα line, where IA is the intensity in arbitrary units of the peak at 13,64° (±1°) and IB is the intensity in arbitrary units of a peak at 23,34° (±1°), (IA−IB)/(IA+IB)>0. The disclosure is also related to a solid electrolyte comprising the solid electrolyte material and a solid state battery comprising the solid electrolyte.', 'SOLID ELECTROLYTE MATERIAL FOR SOLID STATE BATTERIES, SOLID ELECTROLYTE AND SOLID STATE BATTERY A solid electrolyte material for a solid state battery (10) having the following chemical formula XM 2(PS4)3, where P is phosphorus, S is sulfur and X is lithium (Li), sodium (Na), silver (Ag) or magnesium (Mg0,5) and M is titanium (Ti), zirconium (Zr), germanium (Ge), silicon (Si), tin (Sn) or a mixture of X and aluminium (X + Al) and exhibiting peaks in positions of 2θ = 13,64° (±1°), 16,48° (±1°) and 22,18° (±1°) in a X-ray diffraction measurement using CuKα line, where IA is the intensity in arbitrary units of the peak at 13,64°(±1°) and IB is the intensity in arbitrary units of a peak at 23,34° (±1°), (IA - IB)/(IA + IB) > 0. The disclosure is also related to a solid electrolyte comprising the solid electrolyte material and a solid state battery comprising the solid electrolyte.']"
48,13,48_oxide_ppm_atomsnumber_tantalum,"['oxide', 'ppm', 'atomsnumber', 'tantalum', 'conductive', 'spectrum', 'ion', 'ionconductive', 'constituent', 'lithium']","['Lithium ion conductive oxide and use thereof The invention claims a lithium ion conductive oxide capable of providing a solid electrolyte with excellent ion conductivity, a solid electrolyte using the lithium ion conductive oxide, a sintered body, an electrode material or an electrode, and a full-solid battery. The lithium ion conductive oxide of the invention, wherein it at least comprises lithium, tantalum, phosphorus, silicon and oxygen as a constituent element, in the solid 31P-NMR spectrum, having a peak in the region of -20.0 ppm to 0.0 ppm, and in the solid 29Si-NMR spectrum, the region with -80.0 ppm to --100.0 ppm has a peak.', 'A lithium ion conductive oxide and its use The present invention addresses the problem of providing: a lithium ion–conductive oxide that makes it possible to provide a solid electrolyte that has excellent ion conductivity; and a solid electrolyte, a sintered body, an electrode material or an electrode, and an all-solid battery that use the lithium ion–conductive oxide.\u3000This lithium ion–conductive oxide includes, as constituent elements, at least lithium, tantalum, phosphorous, silicon, and oxygen. The lithium ion–conductive oxide is characterized by having a solid-state  31P NMR spectrum that has a peak between -20.0 ppm and 0.0 ppm and by having a solid-state 29Si NMR spectrum that has a peak between -80.0 ppm and -100.0 ppm.', 'LITHIUM ION–CONDUCTIVE OXIDE AND USE FOR SAME The present invention addresses the problem of providing: a lithium ion–conductive oxide that makes it possible to provide a solid electrolyte that has excellent ion conductivity; and a solid electrolyte, a sintered body, an electrode material or an electrode, and an all-solid battery that use the lithium ion–conductive oxide.\u3000This lithium ion–conductive oxide includes, as constituent elements, at least lithium, tantalum, phosphorous, silicon, and oxygen. The lithium ion–conductive oxide is characterized by having a solid-state  31P NMR spectrum that has a peak between -20.0 ppm and 0.0 ppm and by having a solid-state 29Si NMR spectrum that has a peak between -80.0 ppm and -100.0 ppm.']"
49,12,49_zirconium_phosphate_nanostructured_flame,"['zirconium', 'phosphate', 'nanostructured', 'flame', 'pyrolysis', 'spray', 'carboxylates', 'means', 'synthesis', 'obtainable']","['SYNTHESIS OF NANOSTRUCTURED LITHIUM ZIRCONIUM PHOSPHATE The invention relates to a process for producing lithium zirconium phosphate by means of flame spray pyrolysis using as precursors lithium and zirconium carboxylates containing 5 to 20 carbon atoms, an organic phosphate, and a solvent containing less than 10% by weight water. Lithium zirconium phosphate obtainable by this process can be used in lithium ion batteries.', 'SYNTHESIS OF NANOSTRUCTURED LITHIUM ZIRCONIUM PHOSPHATE The invention relates to a process for producing lithium zirconium phosphate by means of flame spray pyrolysis using as precursors lithium and zirconium carboxylates containing 5 to 20 carbon atoms, an organic phosphate, and a solvent containing less than 10% by weight water. Lithium zirconium phosphate obtainable by this process can be used in lithium ion batteries.', 'SYNTHESIS OF NANOSTRUCTURED LITHIUM-ZIRCONIUM PHOSPHATE The invention relates to a process for producing a lithium zirconium phosphate by means of flame spray pyrolysis, using as precursors, lithium and zirconium carboxylates containing 5 to 20 carbon atoms, an organic phosphate, and a solvent containing less than 10% by weight of water. The lithium-zirconium phosphate obtainable by this process can be used in lithium ion batteries.']"
50,12,50_nan_sulfide_sn_method,"['nan', 'sulfide', 'sn', 'method', 'producing', 'including', 'manufacturing', 'electrolyte', 'solid', 'based']","['METHOD FOR PRODUCING SULFIDE SOLID ELECTROLYTE INCLUDING SN nan', 'The manufacturing method of a sulfide solid electrolyte nan', 'METHOD FOR PRODUCING SULFIDE SOLID ELECTROLYTE nan']"
51,12,51_dopedmixed_0005_copper_li2sp2s5lix,"['dopedmixed', '0005', 'copper', 'li2sp2s5lix', 'li2sp2s5or', 'p2s5excessive', 'solvents', 'equal', 'optionally', 'li6x2ycuxps5yx']","['NEW SOLID SULFIDE ELECTROLYTES The present invention concerns a method for producing a solid material according to general formula (I) as follows: Li 6-x-2yCuxPS5-yX (I) wherein X is selected from the group consisting of: F, Cl, I and Br; 0.005 ≤ x ≤ 5; and 0 ≤ y ≤ 0.5; comprising at least bringing at least lithium sulfide, phosphorous sulfide, halogen compound and a copper compound, optionally in one or more solvents. The invention also refers to said solid materials and their use as solid electrolytes notably for electrochemical devices.', 'NEW SOLID SULFIDE ELECTROLYTES The present invention concerns a method for producing a solid material according to general formula (I) as follows: Li 6-x-2yCuxPS5-yX (I) wherein X is selected from the group consisting of: F, Cl, I and Br; 0.005 ≤ x ≤ 5; and 0 ≤ y ≤ 0.5; comprising at least bringing at least lithium sulfide, phosphorous sulfide, halogen compound and a copper compound, optionally in one or more solvents. The invention also refers to said solid materials and their use as solid electrolytes notably for electrochemical devices.', 'NEW SOLID SULFIDE ELECTROLYTES The present invention concerns a method for producing a solid material according to general formula (I) as follows: Li 6-x-2yCuxPS5-yX (I) wherein X is selected from the group consisting of: F, Cl, I and Br; 0.005 ≤ x ≤ 5; and 0 ≤ y ≤ 0.5; comprising at least bringing at least lithium sulfide, phosphorous sulfide, halogen compound and a copper compound, optionally in one or more solvents. The invention also refers to said solid materials and their use as solid electrolytes notably for electrochemical devices.']"
52,11,52_fluoride_hydroxyl_on_semisolid,"['fluoride', 'hydroxyl', 'on', 'semisolid', 'surface', 'fluorinecontaining', 'depositing', 'stability', 'so', 'modification']","['Solid electrolyte material, modification method and semi-solid battery The invention claims a solid electrolyte material, The invention claims a modification method and a semi-solid battery, applied to the technical field of semi-solid battery, comprising the following steps: depositing fluoride on the surface of a solid electrolyte material by a fluoride gas-phase precursor so as to remove the hydroxyl by reacting the fluoride with the hydroxyl on the surface of the solid electrolyte material; A coating layer based on the fluoride is formed on the surface of the solid electrolyte material. depositing fluoride as a coating layer so that the solid electrolyte material can exhibit excellent chemical stability and electrochemical stability in a fluorine-containing electrolyte; and in the deposition process, the fluoride needs to react with the hydroxyl on the surface of the solid electrolyte material, removing the hydroxyl on the surface of the solid electrolyte material, at the same time, the process does not involve aqueous solution cleaning treatment, so that the HF present in the fluorine-containing electrolyte cannot react with the solid electrolyte material based on the hydroxyl, Therefore, it has excellent stability.', 'Solid electrolyte material, modification method and semi-solid battery The invention claims a solid electrolyte material, The invention claims a modification method and a semi-solid battery, applied to the technical field of semi-solid battery, comprising the following steps: depositing fluoride on the surface of a solid electrolyte material by a fluoride gas-phase precursor so as to remove the hydroxyl by reacting the fluoride with the hydroxyl on the surface of the solid electrolyte material; A coating layer based on the fluoride is formed on the surface of the solid electrolyte material. depositing fluoride as a coating layer so that the solid electrolyte material can exhibit excellent chemical stability and electrochemical stability in a fluorine-containing electrolyte; and in the deposition process, the fluoride needs to react with the hydroxyl on the surface of the solid electrolyte material, removing the hydroxyl on the surface of the solid electrolyte material, at the same time, the process does not involve aqueous solution cleaning treatment, so that the HF present in the fluorine-containing electrolyte cannot react with the solid electrolyte material based on the hydroxyl, Therefore, it has excellent stability.', 'Solid electrolyte material, modification method and semi-solid battery The invention claims a solid electrolyte material, The invention claims a modification method and a semi-solid battery, applied to the technical field of semi-solid battery, comprising the following steps: depositing fluoride on the surface of a solid electrolyte material by a fluoride gas-phase precursor so as to remove the hydroxyl by reacting the fluoride with the hydroxyl on the surface of the solid electrolyte material; A coating layer based on the fluoride is formed on the surface of the solid electrolyte material. depositing fluoride as a coating layer so that the solid electrolyte material can exhibit excellent chemical stability and electrochemical stability in a fluorine-containing electrolyte; and in the deposition process, the fluoride needs to react with the hydroxyl on the surface of the solid electrolyte material, removing the hydroxyl on the surface of the solid electrolyte material, at the same time, the process does not involve aqueous solution cleaning treatment, so that the HF present in the fluorine-containing electrolyte cannot react with the solid electrolyte material based on the hydroxyl, Therefore, it has excellent stability.']"
53,11,53_ionic_conductor_liquid_only,"['ionic', 'conductor', 'liquid', 'only', 'galvanic', 'nitromethane', 'butyrolactone', 'propylene', 'pasty', 'tetrahydrofurans']","['Ionic conductor or electrolyte for galvanic element A novel ionic conductor which is preferably suitable for Li batteries is composed of a chemically inert, electronically nonconducting solid powder and an electrolyte salt solution with an aprotic solvent, depending on the ratio of these mixing components, it has a solid to pasty consistency and at room\xa0temperature it has a conductivity of…  kappa … of the order of magnitude of >10<-3>S/cm. This enables solid-state batteries which have a high power similar to that hitherto only available in systems based on liquid organic electrolytes. Advantageous solids for use as substrates are, inter alia, SiO2, Al2O3 and TiO2 in surface-rich forms, while the liquid phase immobilised by adsorption on the latter is formed from solutions of Li or Na salts in, for example, propylene carbonate, acetonitrile,  gamma -butyrolactone, nitromethane, tetrahydrofurans or dimethoxyethane. ', 'Ionic conductor or electrolyte for galvanic element A novel ionic conductor which is preferably suitable for Li batteries is composed of a chemically inert, electronically nonconducting solid powder and an electrolyte salt solution with an aprotic solvent, depending on the ratio of these mixing components, it has a solid to pasty consistency and at room temperature it has a conductivity of ¦ of the order of magnitude of >10-3S/cm. This enables solid-state batteries which have a high power similar to that hitherto only available in systems based on liquid organic electrolytes. Advantageous solids for use as substrates are, inter alia, SiO2, Al2O3 and TiO2 in surface-rich forms, while the liquid phase immobilised by adsorption on the latter is formed from solutions of Li or Na salts in, for example, propylene carbonate, acetonitrile, ¦-butyrolactone, nitromethane, tetrahydrofurans or dimethoxyethane. ', 'Ionic conductor or electrolyte for galvanic element A novel ionic conductor which is preferably suitable for Li batteries is composed of a chemically inert, electronically nonconducting solid powder and an electrolyte salt solution with an aprotic solvent, depending on the ratio of these mixing components, it has a solid to pasty consistency and at room temperature it has a conductivity of ¦ of the order of magnitude of >10-3S/cm. This enables solid-state batteries which have a high power similar to that hitherto only available in systems based on liquid organic electrolytes. Advantageous solids for use as substrates are, inter alia, SiO2, Al2O3 and TiO2 in surface-rich forms, while the liquid phase immobilised by adsorption on the latter is formed from solutions of Li or Na salts in, for example, propylene carbonate, acetonitrile, ¦-butyrolactone, nitromethane, tetrahydrofurans or dimethoxyethane. ']"
54,11,54_void_102_graphite_103,"['void', '102', 'graphite', '103', 'nm', '100', 'negative', 'example', 'particles', 'gap']","['NEGATIVE ELECTRODE ACTIVE MATERIAL, SOLID-STATE BATTERY, AND METHOD FOR PRODUCING NEGATIVE ELECTRODE ACTIVE MATERIAL A negative electrode active material 1000 according to the present disclosure comprises: graphite particles 100 each having a void 102 therein; and a first solid electrolyte 103. The void 102 has a void diameter of 1 to 300 nm, inclusive. The first solid electrolyte 103 is positioned in the void 102. Each of the graphite particles 100 has, for example, a plurality of voids therein. The average void diameter in the graphite particles 100 as measured by mercury intrusion porosimetry is, for example, 1 to 300 nm, inclusive.', 'NEGATIVE ELECTRODE ACTIVE MATERIAL, SOLID-STATE BATTERY, AND METHOD FOR PRODUCING NEGATIVE ELECTRODE ACTIVE MATERIAL A negative electrode active material 1000 of the present disclosure includes: a graphite particle 100 having a void 102 inside; and a first solid electrolyte 103. The void 102 has a void size of 1 nm or more and 300 nm or less. The first solid electrolyte 103 is present in the void 102. The graphite particle 100 has, for example, a plurality of voids inside. The graphite particle 100 has an average void size, determined by a mercury intrusion method, of, for example, 1 nm or more and 300 nm or less.', 'NEGATIVE ELECTRODE ACTIVE MATERIAL, SOLID-STATE BATTERY, AND METHOD FOR PRODUCING NEGATIVE ELECTRODE ACTIVE MATERIAL A negative electrode active material 1000 of the present disclosure includes: a graphite particle 100 having a void 102 inside; and a first solid electrolyte 103. The void 102 has a void size of 1 nm or more and 300 nm or less. The first solid electrolyte 103 is present in the void 102. The graphite particle 100 has, for example, a plurality of voids inside. The graphite particle 100 has an average void size, determined by a mercury intrusion method, of, for example, 1 nm or more and 300 nm or less.']"
55,11,55_subcritical_clusters_size_stable,"['subcritical', 'clusters', 'size', 'stable', 'nucleation', 'rapid', 'are', 'vapor', 'making', 'atoms']","['A SUB-CRITICAL NUCLEATION PROCESS FOR MAKING STABLE CLUSTERS OF ATOMS THAT ARE OF SUBCRITICAL SIZE, AND THE STRUCTURE, PROPERTIES AND APPLICATIONS OF MATERIALS THAT ARE MADE FROM THESE CLUSTERS A method of making stable clusters of atoms that are of subcritical size, in which rapid expansion and rapid cooling of a vapor cloud takes place in which the vapor conditions or parameters are controlled so that multiple stable clusters, each with a size less than the critical size and formed from sub-critical nucleation, are condensed.', 'A SUB-CRITICAL NUCLEATION PROCESS FOR MAKING STABLE CLUSTERS OF ATOMS THAT ARE OF SUBCRITICAL SIZE, AND THE STRUCTURE, PROPERTIES AND APPLICATIONS OF MATERIALS THAT ARE MADE FROM THESE CLUSTERS A method of making stable clusters of atoms that are of subcritical size, in which rapid expansion and rapid cooling of a vapor cloud takes place in which the vapor conditions or parameters are controlled so that multiple stable clusters, each with a size less than the critical size and formed from sub-critical nucleation, are condensed.', 'A SUB-CRITICAL NUCLEATION PROCESS FOR MAKING STABLE CLUSTERS OF ATOMS THAT ARE OF SUBCRITICAL SIZE, AND THE STRUCTURE, PROPERTIES AND APPLICATIONS OF MATERIALS THAT ARE MADE FROM THESE CLUSTERS A method of making stable clusters of atoms that are of subcritical size, in which rapid expansion and rapid cooling of a vapor cloud takes place in which the vapor conditions or parameters are controlled so that multiple stable clusters, each with a size less than the critical size and formed from sub-critical nucleation, are condensed.']"
