Topic,Count,Name,Representation,Representative_Docs
37,13,37_switching_frequency_highfrequency_capacitor,"['switching', 'frequency', 'highfrequency', 'capacitor', 'lowside', 'highside', 'c1', 'length', 'across', 'high']","['HIGH-FREQUENCY POWER SUPPLY DEVICE The line length (WL1) between the input end of a switching circuit (2) and a high-frequency capacitor (C1) is shorter than the line length (WL2) between the output end of a DC power supply (1) and the high-frequency capacitor (C1). Among a plurality of current paths through which switching currents flow due to the switching of the switching circuit (2), the path of the current flowing through the switching circuit (2) and the high-frequency capacitor (C1) is shorter than the other current paths. In addition, the high-frequency capacitor (C1) suppresses harmonic current included in the output current of a high-frequency power generation circuit (3) in such a way that the proportion of time during which the voltage across both ends of a high-side switching element (Q2) changes due to the switching operation of the high-side switching element (Q2) is made equal to the proportion of time during which the voltage across both ends of a low-side switching element (Q1) changes due to the switching operation of the low-side switching element (Q1).', 'HIGH-FREQUENCY POWER SUPPLY DEVICE The line length (WL1) between the input end of a switching circuit (2) and a high-frequency capacitor (C1) is shorter than the line length (WL2) between the output end of a DC power supply (1) and the high-frequency capacitor (C1). Among a plurality of current paths through which switching currents flow due to the switching of the switching circuit (2), the path of the current flowing through the switching circuit (2) and the high-frequency capacitor (C1) is shorter than the other current paths. In addition, the high-frequency capacitor (C1) suppresses harmonic current included in the output current of a high-frequency power generation circuit (3) in such a way that the proportion of time during which the voltage across both ends of a high-side switching element (Q2) changes due to the switching operation of the high-side switching element (Q2) is made equal to the proportion of time during which the voltage across both ends of a low-side switching element (Q1) changes due to the switching operation of the low-side switching element (Q1).', 'HIGH-FREQUENCY POWER SUPPLY DEVICE The line length (WL1) between the input end of a switching circuit (2) and a high-frequency capacitor (C1) is shorter than the line length (WL2) between the output end of a DC power supply (1) and the high-frequency capacitor (C1). Among a plurality of current paths through which switching currents flow due to the switching of the switching circuit (2), the path of the current flowing through the switching circuit (2) and the high-frequency capacitor (C1) is shorter than the other current paths. In addition, the high-frequency capacitor (C1) suppresses harmonic current included in the output current of a high-frequency power generation circuit (3) in such a way that the proportion of time during which the voltage across both ends of a high-side switching element (Q2) changes due to the switching operation of the high-side switching element (Q2) is made equal to the proportion of time during which the voltage across both ends of a low-side switching element (Q1) changes due to the switching operation of the low-side switching element (Q1).']"
38,13,38_xray_pressurization_analysis_window,"['xray', 'pressurization', 'analysis', 'window', 'pressurizing', 'diffraction', 'accommodating', '14', 'unit', '30']","['Structure for pressurization analysis, X-ray diffraction apparatus and pressurization analysis system A structure for pressurization analysis includes a sample accommodating unit ( 10) for accommodating an all-solid-state battery (S) therein, and a pressurizing unit (30) having a pressurizing mechanism for causing pressure to act on the all-solid-state battery (S). The all-solid-state battery (S) is pressurized inside the sample accommodating unit (10) while being sandwiched between a pressure receiving member (21) and a pressing member (22). Further, an X-ray window (14) is provided in an outer radial direction orthogonal to an acting direction of the pressure from the pressurizing unit (30), and reflection type X-ray diffraction measurement can be performed through the X-ray window (14).', 'Structure for pressurization analysis, X-ray diffraction apparatus and pressurization analysis system A structure for pressurization analysis includes a sample accommodating unit ( 10) for accommodating an all-solid-state battery (S) therein, and a pressurizing unit (30) having a pressurizing mechanism for causing pressure to act on the all-solid-state battery (S). The all-solid-state battery (S) is pressurized inside the sample accommodating unit (10) while being sandwiched between a pressure receiving member (21) and a pressing member (22). Further, an X-ray window (14) is provided in an outer radial direction orthogonal to an acting direction of the pressure from the pressurizing unit (30), and reflection type X-ray diffraction measurement can be performed through the X-ray window (14).', 'Structure for pressurization analysis, X-ray diffraction apparatus and pressurization analysis system A structure for pressurization analysis includes a sample accommodating unit ( 10) for accommodating an all-solid-state battery (S) therein, and a pressurizing unit (30) having a pressurizing mechanism for causing pressure to act on the all-solid-state battery (S). The all-solid-state battery (S) is pressurized inside the sample accommodating unit (10) while being sandwiched between a pressure receiving member (21) and a pressing member (22). Further, an X-ray window (14) is provided in an outer radial direction orthogonal to an acting direction of the pressure from the pressurizing unit (30), and reflection type X-ray diffraction measurement can be performed through the X-ray window (14).']"
39,12,39_aspects_electrodynamic_signals_random,"['aspects', 'electrodynamic', 'signals', 'random', 'behavior', 'exponent', 'involve', 'disclosure', 'andor', 'uncorrelated']","['SYSTEM AND METHOD OF ANALYSIS OF NOISY APPEARING SIGNALS TO REMOVE THERMAL CONTRIBUTIONS FOR BATTERY CHARGE AND DISCHARGE Aspects of the present disclosure analyzing one or more signals that include both uncorrelated random signals as well as correlated information pertaining to electrochemical and/or electrodynamic processes occurring within a battery, characterizing the battery for charging, discharging, storage and other uses and/or controlling charging, discharging and other aspects of battery management based on the same.', 'SYSTEM AND METHOD OF ANALYSIS OF NOISY APPEARING SIGNALS TO REMOVE THERMAL CONTRIBUTIONS FOR BATTERY CHARGE AND DISCHARGE Aspects of the present disclosure analyzing one or more signals that include both uncorrelated random signals as well as correlated information pertaining to electrochemical and/or electrodynamic processes occurring within a battery, characterizing the battery for charging, discharging, storage and other uses and/or controlling charging, discharging and other aspects of battery management based on the same.', 'SYSTEM AND METHOD OF ANALYSIS OF NOISY APPEARING SIGNALS TO REMOVE THERMAL CONTRIBUTIONS FOR BATTERY CHARGE AND DISCHARGE Aspects of the present disclosure analyzing one or more signals that include both uncorrelated random signals as well as correlated information pertaining to electrochemical and/or electrodynamic processes occurring within a battery, characterizing the battery for charging, discharging, storage and other uses and/or controlling charging, discharging and other aspects of battery management based on the same.']"
40,12,40_heating_explosionproof_wearable_graphene,"['heating', 'explosionproof', 'wearable', 'graphene', 'layer', 'oneway', 'heat', 'material', 'aerogel', 'boron']","['Unidirectional heat transfer heating device, one-way heat transfer heating electric core and battery The invention relates to the technical field of power battery and internal heating electric core, specifically to a one-way heat transfer heating device, a one-way heat transfer heating electric core and a battery, comprising a graphene heating layer coated on the surface of the base material; the first conductive belt and the second conductive belt are respectively arranged on two sides of the surface of the base material and contacted with the graphene heating layer; the sealing layer is covered on the base material to form a sealing interlayer with the base material; the sealing interlayer completely covers the first conductive belt, the second conductive belt and the graphene heating layer; The filling cavity is set on the surface of one side of the packaging layer, the filling cavity is filled with aerogel to form aerogel layer. The invention fills aerogel on any side of the graphene heating layer to form an aerogel layer, so that the heating device has one-way centralized heat transfer function, which improves the whole heating efficiency of the one-way heat transfer heating device, based on the electric core of the heating device, not only improves the heating efficiency, and it also has the function of heat insulation and buffering, which is good for prolonging the service life of the electric core and improving the safety performance of the battery.', 'Unidirectional heat transfer heating device, one-way heat transfer heating electric core and battery The invention relates to the technical field of power battery and internal heating electric core, specifically to a one-way heat transfer heating device, a one-way heat transfer heating electric core and a battery, comprising a graphene heating layer coated on the surface of the base material; the first conductive belt and the second conductive belt are respectively arranged on two sides of the surface of the base material and contacted with the graphene heating layer; the sealing layer is covered on the base material to form a sealing interlayer with the base material; the sealing interlayer completely covers the first conductive belt, the second conductive belt and the graphene heating layer; The filling cavity is set on the surface of one side of the packaging layer, the filling cavity is filled with aerogel to form aerogel layer. The invention fills aerogel on any side of the graphene heating layer to form an aerogel layer, so that the heating device has one-way centralized heat transfer function, which improves the whole heating efficiency of the one-way heat transfer heating device, based on the electric core of the heating device, not only improves the heating efficiency, and it also has the function of heat insulation and buffering, which is good for prolonging the service life of the electric core and improving the safety performance of the battery.', 'Unidirectional heat transfer heating device, one-way heat transfer heating electric core and battery The invention relates to the technical field of power battery and internal heating electric core, specifically to a one-way heat transfer heating device, a one-way heat transfer heating electric core and a battery, comprising a graphene heating layer coated on the surface of the base material; the first conductive belt and the second conductive belt are respectively arranged on two sides of the surface of the base material and contacted with the graphene heating layer; the sealing layer is covered on the base material to form a sealing interlayer with the base material; the sealing interlayer completely covers the first conductive belt, the second conductive belt and the graphene heating layer; The filling cavity is set on the surface of one side of the packaging layer, the filling cavity is filled with aerogel to form aerogel layer. The invention fills aerogel on any side of the graphene heating layer to form an aerogel layer, so that the heating device has one-way centralized heat transfer function, which improves the whole heating efficiency of the one-way heat transfer heating device, based on the electric core of the heating device, not only improves the heating efficiency, and it also has the function of heat insulation and buffering, which is good for prolonging the service life of the electric core and improving the safety performance of the battery.']"
41,12,41_solar_integrated_more_cells,"['solar', 'integrated', 'more', 'cells', 'embodiments', 'photovoltaic', 'or', 'one', 'cell', 'include']","['INTEGRATED POWER MODULE DEVICES, SYSTEMS, AND METHODS Integrated power module device, systems, and methods are provided in accordance with various embodiments. For example, some embodiments include a system that may include one or more integrated power modules. Each integrated power module may include: one or more solar cells; one or more rechargeable energy storage cells; and/or one or more circuits coupling the one or more solar cells with the one or more rechargeable energy storage cells. In some embodiments, each integrated power module is configured such that the one or more rechargeable energy storage cells of the respective integrated power module are coupled with one or more back sides of the one or more solar cells. In some embodiments, at least two of the one or more integrated power modules are coupled with each other at least in parallel or in series.', 'INTEGRATED POWER MODULE DEVICES, SYSTEMS, AND METHODS Integrated power module device, systems, and methods are provided in accordance with various embodiments. For example, some embodiments include a system that may include one or more integrated power modules. Each integrated power module may include: one or more solar cells; one or more rechargeable energy storage cells; and/or one or more circuits coupling the one or more solar cells with the one or more rechargeable energy storage cells. In some embodiments, each integrated power module is configured such that the one or more rechargeable energy storage cells of the respective integrated power module are coupled with one or more back sides of the one or more solar cells. In some embodiments, at least two of the one or more integrated power modules are coupled with each other at least in parallel or in series.', 'INTEGRATED POWER MODULE DEVICES, SYSTEMS, AND METHODS Integrated power module device, systems, and methods are provided in accordance with various embodiments. For example, some embodiments include a system that may include one or more integrated power modules. Each integrated power module may include: one or more solar cells; one or more rechargeable energy storage cells; and/or one or more circuits coupling the one or more solar cells with the one or more rechargeable energy storage cells. In some embodiments, each integrated power module is configured such that the one or more rechargeable energy storage cells of the respective integrated power module are coupled with one or more back sides of the one or more solar cells. In some embodiments, at least two of the one or more integrated power modules are coupled with each other at least in parallel or in series.']"
42,12,42_regulator_weeding_laser_power,"['regulator', 'weeding', 'laser', 'power', 'may', 'robot', 'second', 'energy', 'sources', 'comprise']","['Regulating Power Between Power Sources in a Photovoltaic Power System A power system may comprise a plurality of power sources, each connected to a corresponding power regulator. The power regulators may be connected in series or in parallel, and may form a string. Each power regulator may comprise input terminals connected to the corresponding power source, output terminals, and a power converter that may be configured to convert input power from the corresponding power source to output power. The power regulator may further comprise a regulator communications module that may be configured to receive a power regulation indication relating to regulating an operational characteristic of the power regulator. The regulator controller may be configured to instruct the power converter to increase or decrease the regulator operational characteristic based on the power regulation indication, and based on power production characteristics of the power regulator.', 'Regulating Power Between Power Sources in a Photovoltaic Power System A power system may comprise a plurality of power sources, each connected to a corresponding power regulator. The power regulators may be connected in series or in parallel, and may form a string. Each power regulator may comprise input terminals connected to the corresponding power source, output terminals, and a power converter that may be configured to convert input power from the corresponding power source to output power. The power regulator may further comprise a regulator communications module that may be configured to receive a power regulation indication relating to regulating an operational characteristic of the power regulator. The regulator controller may be configured to instruct the power converter to increase or decrease the regulator operational characteristic based on the power regulation indication, and based on power production characteristics of the power regulator.', 'Regulating Power Between Power Sources in a Photovoltaic Power System A power system may comprise a plurality of power sources, each connected to a corresponding power regulator. The power regulators may be connected in series or in parallel, and may form a string. Each power regulator may comprise input terminals connected to the corresponding power source, output terminals, and a power converter that may be configured to convert input power from the corresponding power source to output power. The power regulator may further comprise a regulator communications module that may be configured to receive a power regulation indication relating to regulating an operational characteristic of the power regulator. The regulator controller may be configured to instruct the power converter to increase or decrease the regulator operational characteristic based on the power regulation indication, and based on power production characteristics of the power regulator.']"
43,12,43_dcdc_converter_c2_b2,"['dcdc', 'converter', 'c2', 'b2', 'b1', 'storing', 'pump', 'conversion', '65316', '65315']","['CHARGE PUMP DC-DC CONVERTER COMPRISING SOLID STATE BATTERIES An electronic device is provided which comprises a DC-DC converter. The DC-DC converter comprises at least one solid-state rechargeable battery (B1, B2) for storing energy for the DC-DC conversion and an output capacitor (C2).', 'Electronic device including &#65316; &#65315; - &#65316; &#65315; converter and this and integrated circuit. Provided is the electronic device including the DC-DC converter. The DC-DC converter comprises one or more solid-state rechargeable battery (B1, B2) and the output capacitor (C2) storing the energy for the DC-DC conversion.  ', 'Electronic device including &#65316; &#65315; - &#65316; &#65315; converter and this and integrated circuit. Provided is the electronic device including the DC-DC converter. The DC-DC converter comprises one or more solid-state rechargeable battery (B1, B2) and the output capacitor (C2) storing the energy for the DC-DC conversion.  ']"
44,12,44_electrolyte_solid_film_structure,"['electrolyte', 'solid', 'film', 'structure', 'analyzing', 'binder', 'membrane', 'only', 'polar', 'solvent']","['METHOD FOR ANALYZING STRUCTURE OF SOLID-STATE ELECTROLYTE FILM A method for analyzing a structure of a solid-state electrolyte film is provided, the method comprising a step of dissolving a solid-state electrolyte in a polar solvent which selectively dissolves only a solid-state electrolyte in a solid-state electrolyte film comprising the solid electrolyte and a binder. The method for analyzing the structure of the solid-state electrolyte film according to an embodiment of the present invention enables to analyze the structure of the solid-state electrolyte film by effectively removing only the solid-state electrolyte while maintaining the structure of the solid-state electrolyte film , which comprises the solid electrolyte and the binder, as it is.', 'METHOD FOR ANALYZING STRUCTURE OF SOLID-STATE ELECTROLYTE FILM Provided is a method for analyzing a structure of a solid electrolyte film, comprising a step of dissolving the solid electrolyte in a polar solvent that selectively dissolves only the solid electrolyte in a solid electrolyte film comprising a solid electrolyte and a binder. The method for analyzing the structure of a solid electrolyte film according to an embodiment of the present disclosure can efficiently remove only the solid electrolyte, leaving the structure of the solid electrolyte film comprising the solid electrolyte and the binder intact, and analyze the solid electrolyte film structure.', 'METHOD FOR ANALYZING STRUCTURE OF SOLID-STATE ELECTROLYTE FILM Provided is a method for analyzing a structure of a solid electrolyte film, comprising a step of dissolving the solid electrolyte in a polar solvent that selectively dissolves only the solid electrolyte in a solid electrolyte film comprising a solid electrolyte and a binder. The method for analyzing the structure of a solid electrolyte film according to an embodiment of the present disclosure can efficiently remove only the solid electrolyte, leaving the structure of the solid electrolyte film comprising the solid electrolyte and the binder intact, and analyze the solid electrolyte film structure.']"
45,11,45_joint_tail_spar_bionic,"['joint', 'tail', 'spar', 'bionic', 'hydraulic', 'scorpion', 'aircraft', 'fuel', 'twodimensional', 'front']","['A multi-joint bionic scorpion tail with autonomous hydraulic distribution power A multi-joint bionic scorpion tail with autonomous hydraulic distribution power, comprising a connecting frame, a tail joint, further provided with a three-dimensional joint, a two-dimensional joint, a tail thorn device, a hydraulic power system and an electric control device, the number of the tail joint is not less than 4, the three-dimensional joint is fixed on the connecting frame and connected with the tail joint, each tail joint is orderly connected end to end through the two-dimensional joint, the tail thorn device is connected with the tail joint through the two-dimensional joint, the hydraulic power system is fixed in the cavity of the tail joint, the electric control device is respectively electrically connected with the hydraulic power system, the three-dimensional joint, the two-dimensional joint and the tail thorn device. The invention is simple in structure, convenient in mounting and dismounting; The invention has low fault rate, high reliability and high bearing capacity, and it is convenient for the bionic mechanical scorpion to be used in earthquake rescue, security protection, military investigation and field exploration.', 'A bionic scorpion tail with flexible joint A bionic scorpion tail, with flexible joint comprises connecting frame, tail, and is further provided with an elastic joint, spine device, power system, electric control device; said connecting frame, tail and anal device are connected by an elastic joint. said power system is fixed in the cavity of the tail section, through pipeline respectively connected with the elastic joint, spine device, an electric control device is fixed in the cavity of the connecting bracket or/and the tail and/or anal device, electric control device respectively electrically connected with the power system, an elastic joint, spine joint device. The invention structure simple, convenient assembly and disassembly, high reliability, soft swing action, joint torque is great, and bearing capacity is high, and it can be convenient for bionic mechanical earthquake rescue, security protection, military reconnaissance, field exploration and so on purpose of use.', 'Bionic scorpion tail with flexible joint The invention claims a bionic scorpion tail with flexible joint, comprising a connecting frame, a tail joint, an elastic joint, a tail thorn device, a power system and an electric control device; the connecting frame, the tail section and the tail thorn device are orderly connected through the elastic joint, the power system is fixed in the cavity of the tail section, through the pipeline, respectively connected with the elastic joint, the electric control device is fixed in the cavity of the connecting frame or/and the tail joint or/and the tail thorn device; the electric control device is respectively electrically connected with the power system, the elastic joint and the tail thorn device. The invention is simple in structure, convenient in mounting and dismounting; The invention has high reliability, soft swinging action, large joint torque and high bearing capacity, and it is convenient for the bionic mechanical scorpion to be used in earthquake rescue, security protection, military investigation and field exploration.']"
46,11,46_resistor_switch_electrochemical_resistance,"['resistor', 'switch', 'electrochemical', 'resistance', 'electrically', 'temperature', 'direct', 'low', 'bypass', 'cell']","['Design and operation of electrochemical energy system The invention claims an electrochemical cell and a battery and a power system comprising such a monomer cell, the electrochemical cell comprises a resistor switch assembly capable of operating according to the temperature. The temperature control switch is electrically connected to the battery and the resistor in parallel connection. The switch directs current to pass through the resistor (high resistance state) or direct current around the resistor (low resistance state).', 'Design and operation of electrochemical energy system The invention claims an electrochemical cell and a battery and a power system comprising such a monomer cell, the electrochemical cell comprises a resistor switch assembly capable of operating according to the temperature. The temperature control switch is electrically connected to the battery and the resistor in parallel connection. The switch directs current to pass through the resistor (high resistance state) or direct current around the resistor (low resistance state).', 'Design and operation of electrochemical energy system The invention claims an electrochemical cell and a battery and a power system comprising such a monomer cell, the electrochemical cell comprises a resistor switch assembly capable of operating according to the temperature. The temperature control switch is electrically connected to the battery and the resistor in parallel connection. The switch directs current to pass through the resistor (high resistance state) or direct current around the resistor (low resistance state).']"
47,11,47_radiation_waveguide_terahertz_thz,"['radiation', 'waveguide', 'terahertz', 'thz', 'electromagnetic', 'region', 'sensing', 'dendrite', 'surface', 'electrode']","['Detection device and its operation method A sensing device (100, 300) for sensing the structure of an electrode (108, 200A, 200B, 302) of an electric battery (106) is disclosed. The electrode is arranged to have spatially contiguous layers 110 , 112 , 202 , 206 , 304 , 306 providing a waveguide region 114 , 308 comprising the surface of the electrode that is structurally changed. The sensing device includes a source (102, 310) of terahertz electromagnetic radiation, and a coupling arrangement (104, 312) that couples the terahertz electromagnetic radiation from the source to the waveguide region. Terahertz electromagnetic radiation interacts with features present on the surface. The sensing device includes detectors 116, 314, which receive terahertz electromagnetic radiation reflected and/or transmitted through the waveguide region, and process the terahertz electromagnetic radiation, at the surface of the electrode. Determine the temporal changes in the waveguide region that indicate dendrite growths that occur, or any fabrication or structural defects.', 'Detection device and its operation method A sensing device (100, 300) for sensing the structure of an electrode (108, 200A, 200B, 302) of an electric battery (106) is disclosed. The electrode is arranged to have spatially contiguous layers 110 , 112 , 202 , 206 , 304 , 306 providing a waveguide region 114 , 308 comprising the surface of the electrode that is structurally changed. The sensing device includes a source (102, 310) of terahertz electromagnetic radiation, and a coupling arrangement (104, 312) that couples the terahertz electromagnetic radiation from the source to the waveguide region. Terahertz electromagnetic radiation interacts with features present on the surface. The sensing device includes detectors 116, 314, which receive terahertz electromagnetic radiation reflected and/or transmitted through the waveguide region, and process the terahertz electromagnetic radiation, at the surface of the electrode. Determine the temporal changes in the waveguide region that indicate dendrite growths that occur, or any fabrication or structural defects.', 'Detection device and its operation method A sensing device (100, 300) for sensing the structure of an electrode (108, 200A, 200B, 302) of an electric battery (106) is disclosed. The electrode is arranged to have spatially contiguous layers 110 , 112 , 202 , 206 , 304 , 306 providing a waveguide region 114 , 308 comprising the surface of the electrode that is structurally changed. The sensing device includes a source (102, 310) of terahertz electromagnetic radiation, and a coupling arrangement (104, 312) that couples the terahertz electromagnetic radiation from the source to the waveguide region. Terahertz electromagnetic radiation interacts with features present on the surface. The sensing device includes detectors 116, 314, which receive terahertz electromagnetic radiation reflected and/or transmitted through the waveguide region, and process the terahertz electromagnetic radiation, at the surface of the electrode. Determine the temporal changes in the waveguide region that indicate dendrite growths that occur, or any fabrication or structural defects.']"
48,11,48_dry_mixture_samples_diagnosing,"['dry', 'mixture', 'samples', 'diagnosing', 'deep', 'uniformity', 'electrode', 'mixing', 'inputting', 'learning']","['SYSTEM FOR DIAGNOSING DRY ELECTRODE MIXTURE A method of diagnosing a dry electrode mixture includes manufacturing the dry electrode mixture, inputting a feature value of the manufactured dry electrode mixture to a deep learning model, and acquiring a manufacturing condition of the dry electrode mixture from the deep learning model by input of the feature value.', 'System for diagnosing dry electrode mixture The invention claims a system for diagnosing dry electrode mixture. The method for diagnosing a dry electrode mixture comprises: manufacturing dry electrode mixture; inputting the characteristic value of the manufactured dry electrode mixture to a deep learning model; The manufacturing condition of the dry electrode mixture is obtained from the deep learning model by inputting the characteristic value.', 'System for diagnosing dry electrode mixture The invention claims a system for diagnosing dry electrode mixture. The method for diagnosing a dry electrode mixture comprises: manufacturing dry electrode mixture; inputting the characteristic value of the manufactured dry electrode mixture to a deep learning model; The manufacturing condition of the dry electrode mixture is obtained from the deep learning model by inputting the characteristic value.']"
